62.979	269.090	627.690	697.028	599.814	270.741	688.055	898.943	77.160	942.593	7.649	633.041	792.141	2.277	235.786	738.968	534.758	553.853	495.243	112.206	432.120	874.838	250.772	969.057	834.850	631.947	263.362	450.022	120.397	441.537	707.147	949.326	194.950	180.554	268.223	479.789	315.111	929.147	98.435	69.297	305.671	546.025	341.487	551.825	318.823	275.719	619.512	710.299	541.412	266.859	962.660	658.038	84.360	718.429	143.741	595.633	308.244	892.627	279.504	706.483	587.983	277.103	644.531	955.518	136.483	86.959	522.273	160.484	850.094	281.971	240.709	524.465	519.554	135.271	614.386	698.310	502.431	964.330	42.760	435.188	766.465	7.519	988.154	340.086	325.709	304.442	84.891	342.000	972.232	184.009	292.831	19.563	436.005	952.465	702.811	434.787	936.911	13.072	243.003	293.797	273.341	822.418	281.991	127.946	111.981	214.981	877.399	949.523	312.193	252.040	752.684	728.723	797.190	857.930	765.845	441.432	347.393	485.868	206.069	650.558	811.964	468.011	666.999	370.994	309.627	444.177	105.972	915.414	845.539	126.056	206.654	797.632	674.524	883.718	695.726	972.451	547.162	123.853	971.404	382.871	615.912	634.159	275.267	443.061	55.881	17.339	952.558	305.197	284.425	236.699	128.933	102.171	671.107	116.307	199.112	191.360	229.704	454.688	66.300	111.652	611.094	760.923	909.094	209.194	365.415	176.154	553.828	6.475	466.332	597.912	170.705	135.546	994.313	739.078	665.331	172.106	213.159	757.119	284.597	574.825	953.544
17.327	380.720	323.188	552.999	403.748	8.338	162.473	970.787	814.663	541.778	971.273	463.359	954.456	788.112	369.694	368.403	724.941	139.362	532.507	490.532	196.105	786.757	620.725	709.021	606.470	51.974	74.172	13.389	958.211	865.666	163.571	779.733	800.747	93.672	810.016	737.154	902.078	74.885	195.645	708.129	517.595	607.158	662.361	605.854	478.520	552.907	671.801	222.281	377.314	467.902	774.543	863.456	229.222	207.236	776.450	765.627	592.039	553.641	304.915	686.250	461.196	849.839	284.092	30.517	494.116	738.691	915.727	193.917	248.192	900.077	173.288	633.883	788.924	327.292	839.553	37.319	767.421	279.402	607.189	657.306	741.841	178.996	296.787	3.856	714.600	29.313	634.484	370.681	694.708	326.978	863.404	286.508	810.108	894.966	450.404	45.409	25.117	653.473	113.450	583.135	878.811	345.822	680.939	501.782	932.906	39.393	186.346	689.406	956.894	123.673	29.665	967.142	435.766	247.623	506.489	494.946	75.854	495.017	788.694	717.721	157.418	882.424	856.273	918.648	687.699	692.678	327.336	359.291	41.933	116.020	729.133	560.318	548.819	219.002	431.961	260.270	777.709	895.792	344.391	252.174	923.687	132.661	366.795	710.498	835.120	6.194	979.980	960.671	907.670	343.241	447.637	216.156	658.424	791.391	430.324	404.696	140.383	779.154	792.636	689.438	823.137	231.181	466.761	73.243	515.628	111.098	331.969	784.670	10.944	695.821	515.649	255.150	761.583	95.732	274.934	676.005	800.777	622.145	467.486	849.103	765.373
922.648	463.645	836.568	910.690	549.461	141.792	494.566	677.879	323.217	265.066	288.644	744.857	681.962	218.878	905.411	691.439	60.480	638.768	998.378	827.220	319.833	510.936	480.869	161.335	613.648	374.733	845.766	803.111	803.446	670.181	899.594	855.277	989.054	488.623	92.779	830.300	526.177	541.944	455.439	840.868	249.191	289.687	102.781	577.943	626.611	927.353	620.387	896.683	259.501	690.887	121.597	803.487	34.776	492.971	532.911	54.661	73.097	835.758	589.622	20.698	407.356	270.804	709.627	190.706	678.380	438.058	241.875	886.802	475.256	981.364	542.397	65.590	624.004	354.107	170.024	23.447	122.027	514.000	731.580	95.163	619.431	485.066	751.772	481.934	632.511	903.976	354.634	516.974	130.124	494.506	425.425	316.757	451.904	647.324	827.803	23.538	465.161	316.225	650.217	542.800	111.956	362.903	482.360	623.395	170.852	298.607	912.547	527.334	646.695	64.676	513.868	747.039	386.473	755.801	924.491	765.180	671.596	700.362	228.155	739.516	867.554	159.520	456.573	172.349	243.210	482.004	972.837	161.898	336.721	151.315	977.260	817.883	733.970	874.636	492.025	299.055	381.775	352.069	533.795	792.009	132.731	950.946	377.318	734.073	295.914	479.185	683.162	577.833	190.017	43.944	692.072	365.097	226.523	631.124	949.413	685.815	0.627	755.441	975.008	638.844	148.567	319.255	847.000	624.492	196.490	543.271	486.868	678.781	51.862	720.513	26.298	791.552	580.479	604.690	776.346	43.848	339.453	35.574	434.897	532.027	886.515
903.106	910.617	792.477	232.696	1.405	37.004	809.374	334.439	801.899	418.623	641.171	66.598	735.451	77.529	383.758	998.786	497.000	753.506	682.487	911.312	79.541	790.008	720.591	224.964	71.916	833.263	784.380	342.371	567.087	279.815	110.984	491.166	651.457	227.852	8.431	143.403	947.682	508.080	813.161	409.037	393.726	439.534	398.696	458.302	99.693	979.810	835.984	150.152	197.464	625.297	39.247	868.088	713.718	217.459	105.737	5.501	364.985	859.397	248.140	937.365	75.932	494.920	355.102	403.101	639.837	7.238	530.097	648.594	896.967	838.537	486.891	519.635	110.524	3.237	679.920	768.852	399.705	955.734	935.279	395.437	838.013	81.100	906.078	158.198	619.406	17.051	353.575	694.883	239.724	633.462	522.642	790.032	111.820	213.555	655.062	61.382	947.160	749.655	529.550	465.282	897.148	898.062	245.586	30.598	701.904	297.529	14.986	430.066	342.802	91.298	310.154	612.737	14.697	463.972	667.385	658.965	42.624	252.840	99.042	512.383	656.433	807.984	126.805	267.849	145.160	800.050	286.878	651.255	942.400	710.713	75.697	807.413	161.831	847.068	817.580	281.361	421.273	333.501	624.089	786.077	749.346	664.580	96.061	512.646	463.228	359.739	114.351	40.717	804.627	975.049	426.014	983.523	168.515	211.205	877.245	568.471	427.459	635.398	94.777	816.610	17.268	289.431	57.414	568.689	262.587	336.628	462.021	398.661	77.477	736.051	314.487	647.756	883.344	341.505	173.141	985.555	650.889	523.326	639.188	444.221	677.771
680.345	411.271	325.686	196.752	407.520	141.313	110.431	283.323	731.943	487.039	159.585	260.783	891.758	743.963	108.311	609.677	950.416	350.581	507.146	806.426	966.537	393.948	646.278	765.516	617.968	143.443	139.388	924.909	106.525	511.332	580.992	160.588	212.988	972.167	90.827	635.916	625.977	897.381	308.710	3.579	464.687	23.050	502.220	275.614	525.544	795.211	546.897	679.872	270.250	324.488	341.423	273.325	700.539	300.775	817.169	776.293	445.661	958.269	91.538	890.296	826.962	426.614	51.147	739.467	859.140	825.901	422.576	832.254	321.538	946.101	19.235	612.022	197.303	488.324	40.032	28.887	857.006	93.380	183.846	224.335	952.138	186.058	909.352	973.046	277.577	321.421	849.228	244.401	789.683	90.278	433.816	906.982	786.835	943.038	489.664	530.123	115.464	141.172	401.539	406.872	607.330	122.485	70.436	249.504	569.400	963.727	540.594	834.383	623.249	91.676	235.648	992.252	213.141	950.847	710.652	420.199	721.241	483.961	113.473	975.845	110.960	118.995	934.811	262.272	640.777	495.705	899.492	665.439	595.261	777.245	331.713	190.146	171.552	644.619	160.687	879.250	618.089	768.541	199.744	444.270	566.989	701.860	856.512	817.838	916.313	575.690	614.357	610.042	157.391	737.238	833.322	543.767	247.543	355.843	194.919	345.627	830.485	309.667	269.872	722.247	509.217	183.321	32.226	454.737	261.828	972.293	501.620	440.047	759.449	255.938	131.682	437.634	278.530	687.351	505.673	91.852	936.922	983.473	567.636	511.769	305.017
896.089	126.063	101.841	341.613	992.990	692.550	986.651	83.412	494.314	198.502	577.135	640.026	191.990	820.565	258.383	857.403	75.582	853.473	745.677	309.665	769.593	446.890	46.312	603.373	608.053	525.310	848.940	374.309	655.249	895.728	173.600	550.628	543.142	937.332	619.806	472.108	822.720	587.872	310.899	103.681	209.819	889.166	770.200	703.672	864.593	382.845	801.798	291.190	154.534	626.838	163.626	26.293	695.945	858.430	886.232	395.643	310.833	64.320	409.123	163.989	12.724	375.905	762.688	217.164	571.639	165.331	575.237	275.606	990.478	121.532	894.318	187.060	80.644	973.490	815.425	340.608	469.608	759.388	324.839	391.638	379.846	943.864	169.271	596.967	947.505	256.439	833.290	690.234	228.356	514.746	729.245	27.159	812.915	180.477	244.313	129.474	272.205	636.120	614.886	394.122	221.499	544.523	69.303	483.082	510.168	386.756	191.912	440.561	859.503	6.617	231.449	290.301	808.457	839.879	3.206	454.791	909.116	573.340	608.742	70.752	200.873	748.271	775.674	685.632	833.738	36.403	482.877	588.825	692.794	582.092	126.851	635.866	327.686	413.903	406.282	522.538	452.131	729.110	889.969	210.194	55.636	792.169	518.816	804.298	389.537	826.153	780.880	965.208	586.544	728.530	206.591	393.581	619.560	490.865	193.169	85.500	698.384	608.003	482.374	898.002	938.314	790.260	523.695	399.424	490.238	239.384	914.974	345.251	544.446	875.116	87.799	641.589	979.190	312.618	949.339	66.724	313.446	573.812	382.220	407.350	914.761
143.987	940.055	814.921	886.695	801.397	905.785	938.370	820.245	664.929	132.544	959.385	706.083	341.490	641.374	15.005	772.535	179.398	547.570	29.880	961.057	681.704	556.905	220.617	397.513	633.642	735.771	349.938	706.815	620.712	423.649	110.697	625.073	895.371	525.632	331.497	594.275	223.392	743.905	567.666	666.513	104.316	13.380	721.611	600.911	91.123	157.528	886.031	505.632	424.804	940.820	103.620	513.261	389.930	817.602	390.042	541.752	266.268	430.965	675.923	800.298	374.634	894.138	206.884	89.605	61.050	178.723	878.809	100.385	317.561	478.183	838.206	958.546	647.283	509.340	709.189	223.924	759.179	510.121	77.571	4.634	487.232	65.476	73.038	745.632	139.004	292.076	569.197	291.125	820.338	258.829	474.903	344.381	719.380	979.267	368.769	844.674	778.043	409.402	664.395	612.795	435.301	776.261	726.482	221.718	983.707	754.694	652.709	892.257	265.913	320.216	252.127	917.734	19.840	209.758	795.292	87.090	424.106	753.391	383.566	501.303	140.438	467.513	475.280	798.568	250.017	60.279	47.288	984.242	262.930	916.745	228.825	12.888	490.164	675.627	134.713	607.143	845.110	877.367	216.819	517.401	38.715	901.233	591.341	55.347	689.786	728.487	228.310	496.252	778.029	748.962	413.833	294.189	872.773	308.137	518.276	314.524	704.433	713.705	501.359	941.857	73.208	325.221	890.396	724.236	736.374	700.456	304.889	42.804	675.908	306.811	199.684	891.584	307.959	992.068	872.327	53.310	901.273	843.585	826.018	766.306	802.717
541.893	689.069	790.523	895.946	153.518	654.409	953.617	362.229	877.701	786.846	390.241	980.816	49.077	474.151	3.625	213.126	376.563	569.110	656.330	84.411	445.081	990.077	740.430	626.195	407.480	740.227	304.400	544.651	775.259	955.543	245.981	95.203	750.288	692.702	939.754	279.573	675.252	225.829	150.915	304.673	88.371	379.999	530.972	973.489	984.725	555.885	700.495	377.201	820.401	533.001	734.567	57.583	225.297	821.944	190.992	253.951	246.904	283.003	780.044	459.750	619.707	992.427	830.087	515.027	181.294	801.764	105.957	581.922	444.800	269.382	108.081	946.816	201.975	892.811	333.856	238.514	987.590	482.909	21.199	389.277	438.911	574.079	263.238	295.403	940.431	865.754	951.307	927.207	881.991	106.419	143.671	120.336	403.466	63.072	777.375	795.295	384.507	778.597	361.084	294.210	289.142	638.949	499.443	87.315	197.313	366.287	913.066	79.167	162.705	622.086	592.226	1.438	473.605	23.780	664.536	216.918	521.417	817.700	431.749	523.279	440.538	329.761	936.642	977.838	352.457	634.669	374.885	403.535	669.080	161.446	410.816	89.893	714.269	761.752	762.658	556.337	37.783	251.616	659.087	554.260	773.414	78.764	75.447	652.563	602.070	824.647	4.292	844.722	721.345	991.233	210.883	18.462	410.612	525.226	555.074	148.110	750.844	537.417	549.884	404.985	85.609	71.781	171.557	925.720	869.351	357.923	990.445	295.242	922.362	761.059	528.724	139.814	448.261	442.247	16.755	723.996	196.615	385.367	261.173	381.693	606.252
194.302	805.608	25.903	582.550	38.904	162.826	352.106	980.539	898.018	948.554	470.613	181.016	932.758	961.277	158.248	902.617	488.115	400.192	206.830	40.577	347.858	806.612	403.334	923.832	587.629	251.828	47.915	225.350	813.370	54.782	55.605	794.852	592.684	929.062	535.505	864.688	751.106	175.835	222.811	829.168	489.564	78.575	973.832	480.948	975.945	350.886	425.279	425.536	363.825	589.733	251.747	949.757	29.924	470.560	239.294	488.239	833.574	719.606	371.656	989.743	493.596	157.239	218.196	494.500	930.700	111.115	504.654	800.346	653.064	217.196	921.922	228.556	309.018	680.756	971.299	83.615	73.484	967.590	264.527	158.441	676.397	74.525	348.435	154.211	215.953	688.158	738.464	127.962	932.883	601.826	140.092	565.827	267.316	263.929	893.961	443.191	464.839	990.059	715.773	38.699	567.469	892.823	358.821	306.195	678.321	577.510	349.353	267.148	383.287	577.247	772.186	763.056	802.612	522.284	501.437	712.701	283.893	841.603	618.110	317.316	250.880	485.234	753.974	909.657	572.269	223.146	719.617	806.353	815.720	597.413	971.683	651.388	365.071	863.867	76.705	915.997	113.971	664.733	755.987	821.016	148.598	403.106	284.471	307.490	372.472	221.186	642.838	893.236	866.292	555.221	199.348	934.735	753.181	557.811	221.469	251.908	358.795	692.833	651.427	76.976	886.571	806.668	819.776	153.155	203.803	87.043	243.822	408.922	379.126	500.151	899.049	875.709	405.292	461.045	716.616	420.804	518.502	409.080	192.552	378.515	613.301
13.770	63.470	389.628	786.491	435.236	101.972	613.377	67.231	422.506	555.340	291.095	141.575	775.604	309.020	800.670	916.661	764.636	333.949	49.154	970.716	285.238	952.172	141.595	49.329	426.055	642.965	534.906	123.142	643.331	394.556	207.400	866.008	194.447	895.065	663.413	845.767	598.389	458.227	173.884	120.471	4.459	856.166	111.054	696.120	888.873	470.910	636.666	277.327	790.559	267.058	619.937	68.004	983.118	685.657	145.019	232.906	732.345	239.384	709.148	930.635	935.036	288.145	392.781	508.224	528.046	798.454	234.059	212.414	650.255	158.242	211.401	158.132	153.492	200.903	230.286	163.486	61.857	585.932	172.347	937.161	400.850	250.964	935.621	623.287	774.048	101.681	28.787	195.542	860.120	975.891	794.040	964.110	16.630	680.263	533.709	344.928	832.593	537.721	940.859	421.079	894.296	35.375	854.608	935.272	217.422	284.480	367.351	342.823	82.984	472.334	486.826	473.505	233.136	513.131	360.246	475.271	450.354	50.452	194.798	43.275	865.143	333.404	878.434	537.058	926.794	531.065	622.185	422.948	868.815	570.590	651.978	643.956	731.377	469.523	911.440	272.162	583.010	700.378	608.665	415.438	248.587	285.530	903.725	272.105	657.670	11.617	331.327	699.022	973.754	521.458	683.445	722.123	410.315	77.704	416.298	154.713	221.411	180.430	112.450	781.084	652.785	562.298	124.389	348.123	784.408	322.247	217.434	606.837	401.819	624.483	998.827	446.978	982.694	264.498	377.802	223.388	211.682	495.501	729.902	98.712	494.663
